course_id,title,sec_id,last_name,first_name,room_num,days,start_hr,start_min,end_hr,end_min
FREN 102,Elementary French II,2,Bengochea-Cohen,Anne,SOND209,YNYNYNN,10,0,10,50
GWST 340,Women, Gender and Globalization,1,Bhatt,Amy,FA  011,YNYNYNN,10,0,10,50
HAPP 350,Public Health Ethics,1,Kalfoglou,Andrea,SHER014,YNYNYNN,10,0,10,50
HIST 306,The First World War,1,Laurents,Mary,SHER150,YNYNYNN,10,0,10,50
HIST 350,History of Medicine,1,Dawson,Sandra,SHER151,YNYNYNN,10,0,10,50
JPNS 102,Elementary Japanese II,1,Perry,Michiko,ITE 231,YNYNYNN,10,0,10,50
LING 360,Sociolinguistics and Dialectology,1,Field,Thomas,SHER207,YNYNYNN,10,0,10,50
MATH 152,Calculus and Analytic Geometry II,1,Tighe,Bonny,SHER003,YNYNYNN,10,0,10,50
MATH 251,Multivariable Calculus,1,Nanes,Kalman,PHYS101,YNYNYNN,10,0,10,50
MUSC 111,Musicianship Laboratory II,1,Crossland,James,PAHB141,YNYNYNN,10,0,10,50
PHIL 100,Introduction to Philosophy,2,Thomas,James,ENGR022,YNYNYNN,10,0,10,50
PHIL 146,Critical Thinking,2,Bridges,Andrew,PAHB108,YNYNYNN,10,0,10,50
PHYS 111,Basic Physics I,1,Anderson,Eric,LH1 101,YNYNYNN,10,0,10,50
PHYS 324,Modern Physics,1,Henriksen,Mark,PUP 208,YNYNYNN,10,0,10,50
RUSS 102,Basic Russian II,1,Zhdanovych,Vira,FA  006,YNYNYNN,10,0,10,50
SOCY 201,Social Problems in American Society,1,Ellis,Bryan,BIOL120,YNYNYNN,10,0,10,50
SPAN 101,Elementary Spanish I,1,Von Heeringen,Mark,ITE 456,YNYNYNN,10,0,10,50
SPAN 102,Elementary Spanish II,1,Hernandez-Gordillo Lavana,Mary-Ely,SOND114,YNYNYNN,10,0,10,50
SPAN 103,Intensive Review of Elementary Spanish,2,Rodriguez,Diana,SOND205,YNYNYNN,10,0,10,50
SPAN 201,Intermediate Spanish I,2,Hernandez,Milvia,SOND203,YNYNYNN,10,0,10,50
AMST 320,Television in American Culture,3,Taylor,Dabrina,SG_32226,NNYNNNN,13,0,15,30
HONR 300,General Honors Seminar,1,Spitz,Ellen,LIB 216M,NNYNNNN,13,0,15,30
PSYC 415,Seminar in Cognitive Psychology,1,Alonso,Diane,SG_32133,NNYNNNN,13,0,15,30
SOWK 372,Social Work and Health Care,1,Elie Jr.,Oswald,SG_33219,NNYNNNN,13,0,15,30
SOWK 388,Human Behavior and the Social Environment,2,Hoover,Jeanette,SG_34219,NNYNNNN,13,0,15,30
AMST 322,American Society and Culture in Film,1,Taylor,Dabrina,PAHB234,YNNNNNN,19,10,21,40
ANTH 302,Human Evolution, Physical Anthropology and Archaeo,1,Donato,Paul,FA  006,YNNNNNN,19,10,21,40
ECON 122,Principles of Accounting II,4,Grochmal,Paul,PUP 206,YNNNNNN,19,10,21,40
ECON 312,Intermediate Macroeconomic Analysis,1,Barry,Michael,SHER003,YNNNNNN,19,10,21,40
ECON 478,Real Estate Economics and Finance,1,Getter,Darryl,PUP 105,YNNNNNN,19,10,21,40
EDUC 388,Inclusion and Instruction,1,Wilson-Craig,Esther,SHER110,YNNNNNN,19,10,21,40
ENGL 391,Advanced Exposition and Argumentation,2,Terhorst II,Raymond,PAHB317,YNNNNNN,19,10,21,40
GWST 338,Women, Gender, and Law,1,Otten,Richard,SOND112,YNNNNNN,19,10,21,40
HAPP 200,Human Development Implications for Health and Dise,1,Canham,Rhonda,PHYS201,YNNNNNN,19,10,21,40
INDS 430,Interdisciplinary Studies Seminar,5,McAlpine,Steven,FA  002,YNNNNNN,19,10,21,40
IS 420,Database Application Development,5,Bandaru,Prakash,ITE 467,YNNNNNN,19,10,21,40
IS 436,Structured Systems Analysis and Design,3,Petry,Phillip,SHER151,YNNNNNN,19,10,21,40
IS 438,Project Management,1,Richburg,C,SHER145,YNNNNNN,19,10,21,40
IS 451,Network Design and Management,3,Borkoski,Michael,PAHB108,YNNNNNN,19,10,21,40
MGMT 210,The Practice of Management,6,Frock,Suzanne,ITE 231,YNNNNNN,19,10,21,40
MUSC 101,Fundamentals of Music Theory,2,Crossland,James,PAHB132,YNNNNNN,19,10,21,40
POLI 338,Women, Gender, and Law,1,Otten,Richard,SOND112,YNNNNNN,19,10,21,40
SOCY 418,SAS for Social Scientists,1,Mair,Christine,ENGR333,YNNNNNN,19,10,21,40
AMST 352,American Culture in Global Perspective,1,Bryan,Kathy,PAHB108,YNYNYNN,11,0,11,50
ANTH 211,Cultural Anthropology,1,Rehak,Jana,PHYS201,YNYNYNN,11,0,11,50
ANTH 211Y,Cultural Anthropology,1,Rehak,Jana,PHYS201,YNYNYNN,11,0,11,50
ARCH 330,Archaeology of the Prehistoric Aegean,1,Lane,Michael,FA  014,YNYNYNN,11,0,11,50
CHEM 102,Principles of Chemistry II,1,Hamilton,Diana,MEYR030,YNYNYNN,11,0,11,50
CHEM 102H,Principles of Chemistry - Honors,1,Hamilton,Diana,MEYR030,YNYNYNN,11,0,11,50
CHEM 490,Special Topics in Chemistry,2,Allen,Mark,MEYR272,YNYNYNN,11,0,11,50
ECON 101,Principles of Microeconomics,3,Falcon III,Harold,PUP 105,YNYNYNN,11,0,11,50
ECON 121,Principles of Accounting I,7,Antlitz,Ronald,PUP 206,YNYNYNN,11,0,11,50
ECON 122,Principles of Accounting II,3,McBride,Charles,SOND101,YNYNYNN,11,0,11,50
ENCH 446,Process Engineering Economics and Design II.,3,Castellanos,Mariajose,FA  015,YNYNYNN,11,0,11,50
ENGL 326,The Structure of English,1,Fitzpatrick,Carolyn,SOND111,YNYNYNN,11,0,11,50
ENME 444,Mechanical Engineering Systems Design,1,Rothman,Neil,PAHB132,YNYNYNN,11,0,11,50
GES 302,Selective Topics in Geography,2,Halverson,Jeffrey,SOND108,YNYNYNN,11,0,11,50
GWST 340,Women, Gender and Globalization,2,Bhatt,Amy,FA  011,YNYNYNN,11,0,11,50
HAPP 354,Social Bases of Public and Community Health,1,Kalfoglou,Andrea,FA  427,YNYNYNN,11,0,11,50
HIST 497,Historical Research:,1,Grubb,James,FA 533,YNYNYNN,11,0,11,50
JPNS 202,Intermediate Japanese II,1,Hoogenboom,Tomoko,SHER210,YNYNYNN,11,0,11,50
LATN 311,Roman Poetry: Catullus, Horace,1,Phin,Timothy,PAHB441,YNYNYNN,11,0,11,50
MATH 151,Calculus and Analytic Geometry I,1,Tighe,Bonny,SHER003,YNYNYNN,11,0,11,50
MATH 155,Applied Calculus,1,Baradwaj,Rajalakshm,AD  101,YNYNYNN,11,0,11,50
MATH 155,Applied Calculus,5,Baradwaj,Rajalakshm,AD  101,YNYNYNN,11,0,11,50
MUSC 211,Musicianship Laboratory IV,1,Crossland,James,PAHB141,YNYNYNN,11,0,11,50
PHIL 100,Introduction to Philosophy,3,Thomas,James,ENGR022,YNYNYNN,11,0,11,50
PHYS 106,Introduction to Astrobiology,1,George,Ian,MP  106,YNYNYNN,11,0,11,50
PHYS 121,Introductory Physics I,10,Cui,Lili,PHYS101,YNYNYNN,11,0,11,50
PHYS 122,Introductory Physics II,1,Anderson,Eric,ENGR027,YNYNYNN,11,0,11,50
PHYS 122H,Introductory Physics II,1,Worchesky,Terrance,PUP 208,YNYNYNN,11,0,11,50
PHYS 424,Introduction to Quantum Mechanics,1,Pittman,Todd,SOND114,YNYNYNN,11,0,11,50
RUSS 202,Continuing Russian I,1,Zhdanovych,Vira,ITE 239,YNYNYNN,11,0,11,50
SOCY 204,Diversity and Pluralism: An Interdisciplinary Pers,1,Ellis,Bryan,MP  101,YNYNYNN,11,0,11,50
SOCY 354,Social Bases of Public and Community Health,1,Kalfoglou,Andrea,FA  427,YNYNYNN,11,0,11,50
SPAN 101,Elementary Spanish I,2,Von Heeringen,Mark,ITE 456,YNYNYNN,11,0,11,50
SPAN 102,Elementary Spanish II,2,Rodriguez,Diana,SOND207,YNYNYNN,11,0,11,50
SPAN 201,Intermediate Spanish I,3,Hernandez-Gordillo Lavana,Mary-Ely,SOND205,YNYNYNN,11,0,11,50
STAT 351,Applied Statistics for Business and Economics,1,Dasgupta,Nandita,ITE 102,YNYNYNN,11,0,11,50
AMST 490,Senior Seminar,1,King,Paula,FA 559,NYNNNNN,14,30,17,0
EHS 360,Instructional Issues in Emergency Health Services,1,Lenk,Crista,SHER305,NYNNNNN,14,30,17,0
ANCS 150,English Word Roots from Latin and Greek,1,Webber,Robert,PAHB132,NNYNNNN,16,0,17,15
ANCS 220,Judaism in the Time of Jesus and Hillel,1,Guinn-Villareal,Erin,FA  011,YNYNNNN,19,10,20,25
CMSC 341,Data Structures,5,Hirsch,Katherine,ITE 227,YNYNNNN,19,10,20,25
ENGL 100,Composition,8,Blumberg,Arnold,PAHB318,YNYNNNN,19,10,20,25
ENGL 190,The World of Language I,1,Westphal,German,SHER013,YNYNNNN,19,10,20,25
GES 302,Selective Topics in Geography,3,Simon,Erika,SOND108,YNYNNNN,19,10,20,25
JDST 201,Judaism in the Time of Jesus and Hillel,1,Guinn-Villareal,Erin,FA  011,YNYNNNN,19,10,20,25
LING 190,The World of Language I,1,Westphal,German,SHER013,YNYNNNN,19,10,20,25
MATH 411,Linear Algebra,1,Guler,Osman,SOND111,YNYNNNN,19,10,20,25
MLL 190,The World of Language I,1,Westphal,German,SHER013,YNYNNNN,19,10,20,25
RLST 202,Judaism in the Time of Jesus and Hillel,1,Guinn-Villareal,Erin,FA  011,YNYNNNN,19,10,20,25
STAT 414,Environmental Statistics,1,Neerchal,Nagaraj,MP  101,YNYNNNN,19,10,20,25
ARBC 202,Intermediate Arabic II,1,El Omari,Samir,FA  459,YNYNYNN,14,0,14,50
CHEM 102,Principles of Chemistry II,6,Hamilton,Diana,MEYR030,YNYNYNN,14,0,14,50
ECON 122,Principles of Accounting II,6,Brown,Lynette,PUP 206,YNYNYNN,14,0,14,50
MUSC 211,Musicianship Laboratory IV,2,Crossland,James,PAHB141,YNYNYNN,14,0,14,50
PHYS 224,Vibrations and Waves,1,Georganopoulos,Markos,PHYS226,YNYNYNN,14,0,14,50
PHYS 321,Intermediate Mechanics,1,Takacs,Laszlo,PUP 208,YNYNYNN,14,0,14,50
ARBC 302,Advanced Modern Standard Arabic II,1,El Omari,Samir,SHER108,YNYNYNN,15,0,15,50
ARCH 350,Topics in Archaeology,2,Read,Esther,PAHB233,NYNYNNN,19,10,20,25
CMSC 411,Computer Architecture,4,Cain,Russell,SOND208,NYNYNNN,19,10,20,25
CMSC 481,Computer Networks,4,Zieglar Jr.,Edward,SHER151,NYNYNNN,19,10,20,25
ENGL 393,Technical Communication,3,Bennett,Robert,PAHB314,NYNYNNN,19,10,20,25
ENGL 393,Technical Communication,10,Nelson,Timothy,PAHB317,NYNYNNN,19,10,20,25
GES 302,Selective Topics in Geography,4,Steele,Christopher,SOND205,NYNYNNN,19,10,20,25
GES 307,Conservation Biology,1,Barnum,Thomas,SOND111,NYNYNNN,19,10,20,25
MATH 225,Introduction to Differential Equations,4,Kogan,Jacob,MP  103,NYNYNNN,19,10,20,25
MATH 413,Number Theory,1,Pardue,Keith,MP  012,NYNYNNN,19,10,20,25
STAT 355,Introduction to Probability and Statistics for Sci,7,Klement,Steven,ITE 102,NYNYNNN,19,10,20,25
ART 210,Visual Concepts I,1,Kojzar,Christopher,FA  114,NYNYNNN,17,0,18,50
ART 336,Design and Technology II: Screen,2,Lord,James,FA  112,NYNYNNN,17,0,18,50
ART 486,Real Time Animation,1,Smallwood,Eric,ENGR005B,NYNYNNN,17,0,18,50
ART 210,Visual Concepts I,2,Sharp,Sarah,FA  114,NYNYNNN,9,0,10,50
ART 347,Writing for Media Arts,1,Duplat-Keravec,Emmanuel,FA  343,NYNYNNN,9,0,10,50
BIOL 412,Microbial Systems and Synthetic Biology,1,Gardner,Jeffrey,ITE 229,NYNYNNN,9,0,10,50
BIOL 486,Genome Science,1,Bustos,Mauricio,BIOL461,NYNYNNN,9,0,10,50
ART 210,Visual Concepts I,3,Cook,Cathy,FA  114,YNYNNNN,10,0,11,50
ART 211,Visual Concepts II/Camera Vision,3,Cazabon,Lynn,FA 354,YNYNNNN,10,0,11,50
ART 213,Visual Concepts IV/Time-Based Media,2,Rosskam,Julien,FA  207C,YNYNNNN,10,0,11,50
ART 333,Typography I,1,Re,Margaret,FA  330,YNYNNNN,10,0,11,50
ART 334,Graphic Design IV: Word and Image,1,Lockard,Jennifer,FA  112,YNYNNNN,10,0,11,50
ART 347,Writing for Media Arts,2,Pawloski,Robert,FA  342,YNYNNNN,10,0,11,50
ART 370,Silkscreen Printing,1,Chan,Irene,FA  208,YNYNNNN,10,0,11,50
ART 384,Introduction to 3D Computer Animation,1,Bailey,Dan,ENGR005B,YNYNNNN,10,0,11,50
BIOL 316L,Phage Hunters Genome Analysis,1,Caruso,Steven,ENGR104,YNYNNNN,10,0,11,50
ART 210,Visual Concepts I,4,Sharp,Sarah,FA  114,NYNYNNN,13,0,14,50
ART 213,Visual Concepts IV/Time-Based Media,3,Rosskam,Julien,FA  207C,NYNYNNN,13,0,14,50
ART 214,Drawing I/Beginning Drawing,1,Kissack,Lyle,FA  110C,NYNYNNN,13,0,14,50
ART 331,Graphic Design I: Image, Sign and Symbol,2,Coleman,Carla,FA  343,NYNYNNN,13,0,14,50
ART 338,Motion Design,1,Bell,Kathryn,FA  330,NYNYNNN,13,0,14,50
ART 341,Introduction to Animation,1,Parks,Corrie,FA  323,NYNYNNN,13,0,14,50
ART 484,Advanced 3D Animation,1,Smallwood,Eric,ENGR005B,NYNYNNN,13,0,14,50
BIOL 456,Plant Molecular Biology,1,Lu,Hua,BIOL004,NYNYNNN,13,0,14,50
ART 211,Visual Concepts II/Camera Vision,1,Paul,Jaclin,FA 354,YNYNNNN,13,0,14,50
BIOL 425,Immunology,1,Prantner,Daniel,BIOL004,YNYNNNN,13,0,14,50
THTR 347,Character and Scene Study I,1,Watson,Janet,PAHB102,YNYNNNN,13,0,14,50
ART 211,Visual Concepts II/Camera Vision,2,Nohe,Timothy,FA 354,NYNYNNN,15,0,16,50
ART 331,Graphic Design I: Image, Sign and Symbol,1,Coleman,Carla,FA  343,NYNYNNN,15,0,16,50
ART 336,Design and Technology II: Screen,1,Bell,Kathryn,FA  112,NYNYNNN,15,0,16,50
ART 362,Black and White Photography,1,Peregoy,Christopher,FA 353,NYNYNNN,15,0,16,50
ART 211,Visual Concepts II/Camera Vision,4,Gangwisch,Jeffrey,FA 354,NYNYNNN,11,0,12,50
ART 212,Visual Concepts III/Three Dimensional Form, Space ,1,Marmor,Katherine,FA  114,NYNYNNN,11,0,12,50
ART 214,Drawing I/Beginning Drawing,2,Kissack,Lyle,FA  110C,NYNYNNN,11,0,12,50
ART 320,Introduction to Printmaking,1,Custen,Calvin,FA  208,NYNYNNN,11,0,12,50
ART 361,Digital Darkroom,1,Peregoy,Christopher,FA 353,NYNYNNN,11,0,12,50
ART 383,Sound Design,2,Nohe,Timothy,FA  221A,NYNYNNN,11,0,12,50
ART 434,Advanced Interface Design,1,Coleman,Carla,FA  343,NYNYNNN,11,0,12,50
ART 447,Motion Graphics and Compositing,1,Smallwood,Eric,ENGR005B,NYNYNNN,11,0,12,50
BIOL 414,Eukaryotic Molecular Genetics,1,Starz-Gaiano,Michelle,BIOL004,NYNYNNN,11,0,12,50
BIOL 454,Vision Science,1,Cronin,Thomas,BIOL461,NYNYNNN,11,0,12,50
ART 212,Visual Concepts III/Three Dimensional Form, Space ,2,Bradley,Stephen,FA  114,YNYNNNN,14,0,15,50
ART 214,Drawing I/Beginning Drawing,4,Cormier,Melissa,FA  110C,YNYNNNN,14,0,15,50
ART 305,Moving Images I,1,Cook,Cathy,FA  207C,YNYNNNN,14,0,15,50
ART 337,Typography II,1,Abraham,Guenet,FA  112,YNYNNNN,14,0,15,50
ART 369,Topics in Photography,1,Cazabon,Lynn,FA 353,YNYNNNN,14,0,15,50
ART 460,Installation Art,1,Chan,Irene,FA  208,YNYNNNN,14,0,15,50
ART 213,Visual Concepts IV/Time-Based Media,1,Moren,Lisa,FA  207C,NYNNNNN,15,0,16,50
ART 214,Drawing I/Beginning Drawing,3,Bradley,Stephen,FA  110C,NNYNNNN,17,0,20,40
ART 325,History of Film and Video: 1965 to Present,1,Grabill,Vincent,FA  306,NNYNNNN,19,10,21,40
ECON 122,Principles of Accounting II,5,McBride,Charles,PUP 208,NNYNNNN,19,10,21,40
ECON 471,Financial Markets and Institutions,1,McIntyre,Kevin,PUP 105,NNYNNNN,19,10,21,40
EDUC 457,Secondary Internship Seminar,1,Singer,Jonathan,FA  014,NNYNNNN,19,10,21,40
IS 147,Introduction to Computer Programming,7,Comitz,Paul,ITE 458,NNYNNNN,19,10,21,40
IS 304,Ethical Issues in Information Systems,2,Sponaugle,Richard,ITE 459,NNYNNNN,19,10,21,40
IS 448,Markup and Scripting Languages,2,Zaidi,Zehra,ITE 468,NNYNNNN,19,10,21,40
MGMT 385,Business Ethics & Society,1,Medicus,Suzann,PAHB107,NNYNNNN,19,10,21,40
MGMT 489,Seminar in Management and Administration,2,Robinson,Shannan,SHER006,NNYNNNN,19,10,21,40
MUSC 309,UMBC New Music Ensemble,1,Cella,Lisa,PAHB151,NNYNNNN,19,10,21,40
PHED 193,Marching and Pep Band,1,Wetzstein,Paul,SOND112,NNYNNNN,19,10,21,40
POLI 445,Law, Politics and American Educational Policy,1,Lorion,Raymond,PUP 438,NNYNNNN,19,10,21,40
PSYC 380,Personality,1,Resta,S,UC  115,NNYNNNN,19,10,21,40
ART 327,Contemporary Directions in Photography,1,Durant,Mark,FA  342,NYNNNNN,13,0,15,30
EDUC 433,Mathematics Processes in Early Childhood Education,1,Stites,Michele,SHER121,NYNNNNN,13,0,15,30
EDUC 439,Observation and Assessment in Early Childhood,1,Rivkin,Mary,SHER208,NYNNNNN,13,0,15,30
HONR 300,General Honors Seminar,3,Kelber-kaye,Jodi,LIB 216M,NYNNNNN,13,0,15,30
MCS 484,Media Production Fellows,1,Shewbridge,William,SHER302,NYNNNNN,13,0,15,30
ART 328,Postmodernism (1960 - present),1,Vetter,Michael,FA  107,NYNYNNN,8,30,9,45
CHEM 303,Physical Chemistry for the Biochemical Sciences,1,Geddes,Christopher,LH1 101,NYNYNNN,8,30,9,45
CHEM 401,Chemical and Statistical Thermodynamics,1,Wormsbecher,Richard,MEYR272,NYNYNNN,8,30,9,45
DANC 416,Ballet IV - Advanced Ballet,1,Abel,Charles,PAHB337,NYNYNNN,8,30,9,45
ECAC 330,Principles of Taxation,1,St. Martin,Jeanne,PUP 206,NYNYNNN,8,30,9,45
ECON 101,Principles of Microeconomics,6,Ma,Bing,AD  101,NYNYNNN,8,30,9,45
ELC 61,Writing for Research and Professional Purposes, Le,1,Milter,Katalin,MP  105,NYNYNNN,8,30,9,45
ENGL 100,Composition,20,Chung,May,PAHB317,NYNYNNN,8,30,9,45
ENGL 382,Feature Writing,1,Corbett,Christophe,PAHB428,NYNYNNN,8,30,9,45
ENGL 393,Technical Communication,2,Walters,April,PAHB314,NYNYNNN,8,30,9,45
ENME 217,Engineering Thermodynamics ,1,Sanchez,Maria,PAHB132,NYNYNNN,8,30,9,45
ENME 320,Fluid Mechanics,1,Yu,Meilin,ITE 227,NYNYNNN,8,30,9,45
FREN 102,Elementary French II,3,Mushayuma,Georges,ITE 239,NYNYNNN,8,30,9,45
FREN 330,Interconnections: Ideas, Literature and the Arts,1,Fatih,Zakaria,FA  424,NYNYNNN,8,30,9,45
GERM 302,Advanced German Studies II (L),1,Wolff,Xenia,PAHB123,NYNYNNN,8,30,9,45
GWST 353,Marriage and the Family,1,Hemmis,Kathryn,ENGR027,NYNYNNN,8,30,9,45
HIST 102,American History, 1877 to the Present,1,Smead Jr.,Edwin,FA  306,NYNYNNN,8,30,9,45
HIST 110,Western Civilization to 1700,1,Birkenmeier,John,PUP 105,NYNYNNN,8,30,9,45
HIST 110H,Western Civilization to 1700 - Honors,1,Birkenmeier,John,PUP 105,NYNYNNN,8,30,9,45
IS 147,Introduction to Computer Programming,1,Redding,Tate,ITE 468,NYNYNNN,8,30,9,45
IS 450,Data Communications and Networks,1,Martens,Jeffrey,ITE 233,NYNYNNN,8,30,9,45
KORE 102,Elementary Korean II,1,Krippes,Yeon,SHER210,NYNYNNN,8,30,9,45
MGMT 210,The Practice of Management,2,Ryan,William,ITE 231,NYNYNNN,8,30,9,45
MUSC 126,Theory II: Form and Analysis,1,Rubin,Anna,PAHB151,NYNYNNN,8,30,9,45
MUSC 222,Jazz Arranging,1,Belzer,Matthew,PAHB141,NYNYNNN,8,30,9,45
NAVY 101,Sea Power and Maritime Affairs,1,O'Brien,John,PAHB234,NYNYNNN,8,30,9,45
PHED 105,Basketball,1,Barker Walsh,Chelsea,RAC 100,NYNYNNN,8,30,9,45
PHED 125,Volleyball,1,Panzau,Katelyn,RAC 100,NYNYNNN,8,30,9,45
PHED 133,Walking and Jogging,1,Koumlelis,Panagiotis,RAC 100,NYNYNNN,8,30,9,45
POLI 361,Comparative Political Analysis,2,Forestiere,Carolyn,PUP 354,NYNYNNN,8,30,9,45
PSYC 210,Psychology of Learning,2,Sy,Jolene,MEYR030,NYNYNNN,8,30,9,45
PSYC 308,Child Maltreatment,1,O'Brien,Eileen,FA  011,NYNYNNN,8,30,9,45
PSYC 311,Research Methods in Psychology I,1,Demro,Caroline,UC  115,NYNYNNN,8,30,9,45
PSYC 335,Physiological Psychology,1,Forsyth,Zoe,BIOL120,NYNYNNN,8,30,9,45
SOCY 353,Marriage and the Family,1,Hemmis,Kathryn,ENGR027,NYNYNNN,8,30,9,45
SPAN 101,Elementary Spanish I,4,Coleman,Michelle,ITE 241,NYNYNNN,8,30,9,45
SPAN 102,Elementary Spanish II,5,Gomez-Rubio,Maria,SOND107,NYNYNNN,8,30,9,45
SPAN 103,Intensive Review of Elementary Spanish,3,Manni,Maria,SOND207,NYNYNNN,8,30,9,45
SPAN 201,Intermediate Spanish I,9,Carmody,Sean,SOND205,NYNYNNN,8,30,9,45
SPAN 201,Intermediate Spanish I,10,Gomez Garcia,Jose,SOND109,NYNYNNN,8,30,9,45
SPAN 202,Intermediate Spanish II,2,Val,Adriana,FA  459,NYNYNNN,8,30,9,45
ART 332,Design and Technology I: Print,1,Petri,Meagan,FA  112,NYNYNNN,8,0,9,50
ART 333,Typography I,2,Abraham,Guenet,FA  112,YNYNNNN,16,0,17,50
ART 489,SENIOR PROJECTS,2,Cazabon,Lynn,FA 353,YNYNNNN,16,0,17,50
ART 376,Origins and Issues of Print Media,1,Chan,Irene,FA  342,YNNNNNN,16,0,18,30
EHS 330,Management of Search and Rescue Operations,1,Mitchell,Jeffrey,SHER305,YNNNNNN,16,0,18,30
GES 302,Selective Topics in Geography,1,Yeakley,Jon,SOND108,YNNNNNN,16,0,18,30
ART 383,Sound Design,1,Valiente,Christian,FA  221A,NNYNNNN,14,0,17,40
ART 387,Animation in the Physical World,2,Bailey,Dan,FA  323,NNYNNNN,14,0,17,40
ART 387,Animation in the Physical World,1,Dyer,Eric,FA  323,YNNNNNN,14,0,17,40
ART 392,Topics in Art or Media I,1,Bradley,Stephen,FA  526,NNNYNNN,14,30,18,10
DANC 301,Special Studies in Dance,2,Bradley,Stephen,FA  526,NNNYNNN,14,30,18,10
MCS 370,Special Topics in Media and Communication Studies,3,Bradley,Stephen,FA  526,NNNYNNN,14,30,18,10
MUSC 400,Special Projects,1,Bradley,Stephen,FA  526,NNNYNNN,14,30,18,10
THTR 470,Drama Seminar,1,Bradley,Stephen,FA  526,NNNYNNN,14,30,18,10
ART 430,Typography III,1,Re,Margaret,FA  330,YNYNNNN,8,0,9,50
ART 431,Graphic Design III: Human Environmental Design,1,Dugan,William,FA  330,NNYNNNN,16,0,19,40
ART 431,Graphic Design III: Human Environmental Design,2,Troutman,Lainie,FA  330,NYNNNNN,15,0,18,40
ART 435,Topics in Film/Video,1,Cook,Cathy,FA  323,NYNNNNN,15,0,18,40
ART 488,Advanced Topics in Animation,3,Cook,Cathy,FA  323,NYNNNNN,15,0,18,40
ART 435,Topics in Film/Video,2,Dyer,Eric,FA  323,YNYNNNN,18,0,19,50
ART 488,Advanced Topics in Animation,2,Dyer,Eric,FA  323,YNYNNNN,18,0,19,50
ART 489,SENIOR PROJECTS,1,Parks,Corrie,FA  323,NNNYNNN,15,0,18,40
BIOL 251L,Human Anatomy and Physiology I Laboratory,1,Hughes,Jennifer,BIOL006,YNNNNNN,13,0,16,0
BIOL 300L,Experimental Biology Laboratory,1,Smith,Tracy,BIOL007,YNNNNNN,13,0,16,0
BIOL 251L,Human Anatomy and Physiology I Laboratory,2,Hughes,Jennifer,BIOL006,NYNNNNN,14,30,17,30
BIOL 251L,Human Anatomy and Physiology I Laboratory,3,Hughes,Jennifer,BIOL006,NNYNNNN,13,0,16,0
BIOL 300L,Experimental Biology Laboratory,5,Smith,Tracy,BIOL007,NNYNNNN,13,0,16,0
BIOL 305L,Physiology Laboratory,2,Daniel,Jewel,BIOL156,NNYNNNN,13,0,16,0
BIOL 251L,Human Anatomy and Physiology I Laboratory,4,Hughes,Jennifer,BIOL006,NNNYNNN,13,0,16,0
BIOL 305L,Physiology Laboratory,3,Daniel,Jewel,BIOL156,NNNYNNN,13,0,16,0
BIOL 252L,Human Anatomy and Physiology II Laboratory.,1,Fleischmann,Esther,BIOL005,YNNNNNN,14,30,17,30
BIOL 252L,Human Anatomy and Physiology II Laboratory.,2,Fleischmann,Esther,BIOL005,NYNNNNN,15,0,18,0
BIOL 252L,Human Anatomy and Physiology II Laboratory.,3,Fleischmann,Esther,BIOL005,NNYNNNN,14,30,17,30
BIOL 275L,Microbiology Laboratory,1,Schreier,Susan,PUP 105,YNNNNNN,8,0,8,50
BIOL 300L,Experimental Biology Laboratory,3,Smith,Tracy,BIOL007,NYNNNNN,13,0,16,0
BIOL 305L,Physiology Laboratory,1,Daniel,Jewel,BIOL156,NYNNNNN,13,0,16,0
BIOL 300L,Experimental Biology Laboratory,4,Smith,Tracy,BIOL008,NYNNNNN,13,15,16,15
BIOL 300L,Experimental Biology Laboratory,6,Smith,Tracy,BIOL008,NNYNNNN,13,15,16,15
BIOL 300L,Experimental Biology Laboratory,7,Smith,Tracy,BIOL007,NNNYNNN,9,30,12,30
BIOL 300L,Experimental Biology Laboratory,8,Smith,Tracy,BIOL008,NNNYNNN,9,30,12,30
BIOL 300L,Experimental Biology Laboratory,9,Smith,Tracy,BIOL007,NNNYNNN,13,30,16,30
BIOL 300L,Experimental Biology Laboratory,10,Smith,Tracy,BIOL008,NNNYNNN,13,30,16,30
BIOL 302L,Molecular and General Genetics Laboratory,1,Caruso,Steven,SHER003,NNNNYNN,13,0,14,15
DANC 290,Independent Projects in Choreography,1,Clancy,Adrienne,FA  317,NNNNYNN,13,0,14,15
FYS 102,First Year Seminar (SS),1,Dasgupta,Nandita,SHER207,NNNNYNN,13,0,14,15
SCI 100,Water; An Interdisciplinary Study (MS),300,Schreier,Susan,PHYS101,NNNNYNN,13,0,14,15
BIOL 303L,Cell Biology Laboratory,1,Wagner,Cynthia,BIOL160,NYNNNNN,13,0,17,0
CHEM 102L,Introductory Chemistry Lab I,2,Tyminski,Frank,MEYR301,NYNNNNN,13,0,17,0
CHEM 300,Analytical Chemistry,2,Rowlands,Daniel,MEYR340,NYNNNNN,13,0,17,0
CHEM 351L,Organic Chemistry Laboratory I,6,Perks,Harry,MEYR371,NYNNNNN,13,0,17,0
SCI 101L,Quantitative Reasoning: Measurement and Skills Lab,2,LaCourse,William,MEYR201,NYNNNNN,13,0,17,0
BIOL 303L,Cell Biology Laboratory,2,Wagner,Cynthia,BIOL160,NNNYNNN,13,0,17,0
