course_id,title,sec_id,last_name,first_name,room_num,days,start_hr,start_min,end_hr,end_min
PHIL 372,Philosophy of Science,1,Pfeifer,Jessica,PAHB229,NYNYNNN,13,0,14,15
POLI 230,Introduction to Constitutional Law (SS),1,Blake,William,SOND208,NYNYNNN,13,0,14,15
POLI 281,International Relations (w/ writing focus),1,Hody,Cynthia,SOND206,NYNYNNN,13,0,14,15
POLI 301,Research Methods in Political Science,1,Hussey,Laura,SOND209,NYNYNNN,13,0,14,15
POLI 390,American Foreign Policy,1,Starkey,Brigid,SHER014,NYNYNNN,13,0,14,15
POLI 469,Selected Topics in Comparative Politics,1,Forestiere,Carolyn,PUP 354,NYNYNNN,13,0,14,15
PSYC 100,Introduction to Psychology,1,O'Brien,Eileen,ENGR027,NYNYNNN,13,0,14,15
PSYC 100H,Introduction to Psychology - Honors,1,O'Brien,Eileen,UNKWN,NYNYNNN,13,0,14,15
PSYC 324,Introduction to Interviewing Techniques,1,Glyshaw,Kathy,MP  101,NYNYNNN,13,0,14,15
RUSS 102,Basic Russian II,2,Chumak-Strianese,Oxana,ITE 237,NYNYNNN,13,0,14,15
SOCY 351,Medical Sociology,1,Smith,Dena,SOND103,NYNYNNN,13,0,14,15
SOWK 483,Social Work Methods III: Selected Intervention Str,1,Bembry,James,SHER210,NYNYNNN,13,0,14,15
SPAN 102,Elementary Spanish II,8,Manni,Maria,SOND202,NYNYNNN,13,0,14,15
SPAN 201,Intermediate Spanish I,13,Carmody,Sean,SOND105,NYNYNNN,13,0,14,15
SPAN 302,Advanced Spanish II,2,Schwartz,Ana,MEYR256,NYNYNNN,13,0,14,15
STAT 355,Introduction to Probability and Statistics for Sci,1,Malinovsky,Yaakov,ITE 102,NYNYNNN,13,0,14,15
STAT 405,Survey Sampling,1,Park,Junyong,SOND110,NYNYNNN,13,0,14,15
THTR 110,Introduction to Acting,3,Hartman,Nyalls,PAHB102,NYNYNNN,13,0,14,15
THTR 411,Modern Theatre: History and Practice,1,Kreizenbeck,Alan,PAHB201,NYNYNNN,13,0,14,15
AFST 213,Africa: Culture and Development,1,Okoro,Sussie,SOND206,NYNYNNN,11,30,12,45
AFST 369,Black Families in the United States,1,Henderson,Tammy,SOND204,NYNYNNN,11,30,12,45
AGNG 200,Aging People, Policy and Management,2,Madjaroff,Galina,SHER003,NYNYNNN,11,30,12,45
AGNG 200Y,Aging People, Policy and Management,1,Madjaroff,Galina,SHER003,NYNYNNN,11,30,12,45
AMST 320,Television in American Culture,2,Hummel,Michael,SOND112,NYNYNNN,11,30,12,45
AMST 464,Narratives of Contemporary U.S. Immigration,1,Bhalla,Tamara,FA 559,NYNYNNN,11,30,12,45
ARCH 350,Topics in Archaeology,1,Lane,Michael,FA 301,NYNYNNN,11,30,12,45
ART 329,Topics in Art History and Visual Culture,6,Magruder,James,FA  107,NYNYNNN,11,30,12,45
ART 429,Seminar in Art History & Visual Culture,6,Magruder,James,FA  107,NYNYNNN,11,30,12,45
BIOL 275,Microbiology,1,Avadhani,Madhavi,MEYR030,NYNYNNN,11,30,12,45
BIOL 303,Cell Biology,1,Rivera Guzman,Javier,ENGR027,NYNYNNN,11,30,12,45
CHEM 455,Introduction to Biomedicinal Chemistry,1,Radtke,Katherine,ITE 102,NYNYNNN,11,30,12,45
CHEM 490,Special Topics in Chemistry,3,Garcin,Elsa,MEYR272,NYNYNNN,11,30,12,45
CHEM 490,Special Topics in Chemistry,4,Onuta,Marie-Christine,MEYR351,NYNYNNN,11,30,12,45
CHIN 302,Advanced Chinese II,1,Brown,William,SOND101,NYNYNNN,11,30,12,45
CMPE 306,Introductory Circuit Theory,5,Yan,Li,SHER151,NYNYNNN,11,30,12,45
CMSC 201,Computer Science I for Majors,7,Wilson,Krystle,PUP 105,NYNYNNN,11,30,12,45
CMSC 203,Discrete Structures,5,Yesha,Yaacov,FA  014,NYNYNNN,11,30,12,45
CMSC 341,Data Structures,1,Chang,Richard,SHER150,NYNYNNN,11,30,12,45
CMSC 421,Principles of Operating Systems,2,Sebald,Lawrence,SHER014,NYNYNNN,11,30,12,45
ECAC 317,Accounting Information Systems,1,Medicus,Suzann,SOND103,NYNYNNN,11,30,12,45
ECON 101,Principles of Microeconomics,7,Dickson,Lisa,PUP 208,NYNYNNN,11,30,12,45
ECON 122,Principles of Accounting II,7,Brown,Lynette,SOND111,NYNYNNN,11,30,12,45
ECON 301,Intermediate Accounting I,2,St. Martin,Jeanne,PUP 206,NYNYNNN,11,30,12,45
ECON 311,Intermediate Microeconomic Analysis,2,Ma,Bing,PHYS101,NYNYNNN,11,30,12,45
ECON 374,Financial Management,2,Rose,Morgan,LH1 101,NYNYNNN,11,30,12,45
EHS 351,Financial Management, Budgeting and Resource Alloc,2,Flint,Diane,SHER305,NYNYNNN,11,30,12,45
ENCH 427,Transport Processes II: Mass Transfer,3,Ghosh,Upal,FA  303,NYNYNNN,11,30,12,45
ENCH 440,Chemical Engineering Kinetics.,3,Marten,Mark,PAHB108,NYNYNNN,11,30,12,45
ENGL 100,Composition,17,Putzel,Diane,PAHB314,NYNYNNN,11,30,12,45
ENGL 100,Composition,24,Kiehne,Ernest,PAHB317,NYNYNNN,11,30,12,45
ENGL 291,Introduction to Writing Creative Essays,1,Olson,Tanya,ENGR104,NYNYNNN,11,30,12,45
ENGL 304,British Literature: Medieval and Renaissance,1,McKinley,Kathryn,FA  018,NYNYNNN,11,30,12,45
ENGL 375,Masterworks for Creative Writers,1,Varlack,Christopher,PAHB428,NYNYNNN,11,30,12,45
ENGL 393,Technical Communication,11,Bennett,Robert,PAHB318,NYNYNNN,11,30,12,45
FREN 101,Elementary French I,4,Didich,Amina,ENGR022,NYNYNNN,11,30,12,45
FREN 201,Intermediate French I,3,Mushayuma,Georges,ITE 233,NYNYNNN,11,30,12,45
FREN 320,Interconnections: Trade, Technology, and Globaliza,1,Deverneil,Marie,SOND205,NYNYNNN,11,30,12,45
FYS 101,First Year Seminar (AH),12,Otten,Richard,PAHB124,NYNYNNN,11,30,12,45
GERM 102,Elementary German II,2,Sutton,Susanne,SOND203,NYNYNNN,11,30,12,45
GERM 202,Gateway to Advanced German Studies,1,Wolff,Xenia,PAHB123,NYNYNNN,11,30,12,45
GES 120,Environmental Science and Conservation,1,McAllister,Nancy,AD  101,NYNYNNN,11,30,12,45
GES 413,Seminar in Biogeography,1,Studds,Colin,SOND001,NYNYNNN,11,30,12,45
GES 488,Spatial Data Analysis and GIS Applications,1,Dony,Coline,SOND007,NYNYNNN,11,30,12,45
GLBL 101,Introduction to Global Studies,1,Turner,Rita,FA  427,NYNYNNN,11,30,12,45
GWST 485,Sexuality and Queer Theory,1,Drabinski,Kathryn,FA  424,NYNYNNN,11,30,12,45
HAPP 411,Health Regulation and Quality Improvement,2,Birger,Catherine,PHYS201,NYNYNNN,11,30,12,45
HIST 347,The United States Since 1945,1,Smead Jr.,Edwin,SHER015,NYNYNNN,11,30,12,45
HIST 364,The Rise of Islam,1,Birkenmeier,John,SHER013,NYNYNNN,11,30,12,45
HIST 453,Ancient Greece,1,Phin,Timothy,FA  011,NYNYNNN,11,30,12,45
IS 246,Topics in Programming Languages and Tools,1,Smith,Dana,ITE 458,NYNYNNN,11,30,12,45
IS 317,Accounting Information Systems,1,Medicus,Suzann,SOND103,NYNYNNN,11,30,12,45
IS 451M,LAN Management Using Microsoft,1,Glazer,Dina,ITE 467,NYNYNNN,11,30,12,45
JDST 410,Dynamics of the Arab-Israeli Conflict,1,Lieberman,Elli,SOND208,NYNYNNN,11,30,12,45
JPNS 319,Japanese Translation,1,Hoogenboom,Tomoko,ITE 237,NYNYNNN,11,30,12,45
KORE 102,Elementary Korean II,2,Krippes,Yeon,ITE 229,NYNYNNN,11,30,12,45
KORE 310,Korean Language in Social and Cultural Context,1,Yoon,Kyung-Eun,PUP 203,NYNYNNN,11,30,12,45
LING 230,World Language Communities,1,Lambert-Bretiere,Renee,PAHB107,NYNYNNN,11,30,12,45
LRC 101A,Academic Success for Lifelong Learning,3,Wilson,Jacqueline,ITE 241,NYNYNNN,11,30,12,45
MATH 385,Introduction to Mathematical Modeling,1,Galbraith,Michael,FA  306,NYNYNNN,11,30,12,45
MATH 407,Intro to Modern Algebra & Number Theory,1,Armstrong,Thomas,SOND109,NYNYNNN,11,30,12,45
MCS 499,Capstone Senior Seminar,1,Adelman,Rebecca,FA  404,NYNYNNN,11,30,12,45
MLL 210,Africa: Culture and Development,1,Okoro,Sussie,SOND206,NYNYNNN,11,30,12,45
MLL 230,World Language Communities,1,Lambert-Bretiere,Renee,PAHB107,NYNYNNN,11,30,12,45
MUSC 214,The History of Jazz: Origins-Present,1,Goldstein,Thomas,PAHB132,NYNYNNN,11,30,12,45
MUSC 230,Musics of the World,1,Beck,Gina,PAHB234,NYNYNNN,11,30,12,45
MUSC 311,Free Composition,1,Dusman,Linda,PAHB246,NYNYNNN,11,30,12,45
MUSC 312,Composition,1,Dusman,Linda,UNKWN,NYNYNNN,11,30,12,45
PHED 133,Walking and Jogging,2,Jancuska JR,John,RAC 100,NYNYNNN,11,30,12,45
PHED 137,Tennis,3,Cozzillio,Robert,RAC 100,NYNYNNN,11,30,12,45
PHED 144,Soccer (outdoor),1,Adams,Anthony,RAC 100,NYNYNNN,11,30,12,45
PHIL 100,Introduction to Philosophy,7,Payne,Amy,SOND113,NYNYNNN,11,30,12,45
PHIL 152,Introduction to Moral Theory,4,O'Donnell,Patrick,SOND202,NYNYNNN,11,30,12,45
PHIL 322,History of Philosophy: Modern,1,Jacobs,David,UC  115,NYNYNNN,11,30,12,45
POLI 301,Research Methods in Political Science,2,Hussey,Laura,MP  008,NYNYNNN,11,30,12,45
POLI 485,Dynamics of the Arab-Israeli Conflict,1,Lieberman,Elli,SOND208,NYNYNNN,11,30,12,45
PSYC 305,The Exceptional Child,1,Rose,Laura,BIOL120,NYNYNNN,11,30,12,45
PSYC 360,Psychology of Motivation,1,Rabin,B,SOND409,NYNYNNN,11,30,12,45
PSYC 370,Sensation and Perception,2,Bachus,Susan,SOND105,NYNYNNN,11,30,12,45
PSYC 493,Advanced Topics in Psychology,2,Dahlquist,Lynnda,SOND406,NYNYNNN,11,30,12,45
RUSS 321,The Russians' World - I,1,Young,Steven,FA  459,NYNYNNN,11,30,12,45
SOCY 101,Basic Concepts in Sociology,1,Cousin-Gossett,Nicole,ITE 104,NYNYNNN,11,30,12,45
SOCY 101Y,Basic Concepts in Sociology,1,Cousin-Gossett,Nicole,ITE 104,NYNYNNN,11,30,12,45
SOCY 409,Sociological Theory,1,Knisley,Margaret,MP  101,NYNYNNN,11,30,12,45
SPAN 101,Elementary Spanish I,5,Coleman,Michelle,SOND114,NYNYNNN,11,30,12,45
SPAN 102,Elementary Spanish II,7,Gomez-Rubio,Maria,SOND207,NYNYNNN,11,30,12,45
SPAN 103,Intensive Review of Elementary Spanish,4,Manni,Maria,SOND107,NYNYNNN,11,30,12,45
SPAN 201,Intermediate Spanish I,12,Carmody,Sean,SHER011,NYNYNNN,11,30,12,45
SPAN 311,España y sus culturas II,1,Arevalo-Guerrero,Elisabeth,SHER210,NYNYNNN,11,30,12,45
SPCH 100,Public Communication,1,McGurrin,Anthony,FA  015,NYNYNNN,11,30,12,45
SPCH 210,Interpersonal Communication,1,Mabe,Mitzi,FA  001,NYNYNNN,11,30,12,45
THTR 110,Introduction to Acting,2,Searls,Colette,FA  318,NYNYNNN,11,30,12,45
THTR 233,Costume Design,1,Abele,Eric,PAHB201,NYNYNNN,11,30,12,45
THTR 237,Sound Design,1,Mendelson,Adam,PAHB230,NYNYNNN,11,30,12,45
THTR 239,Movement II: Alexander Technique,1,Crocker,Martha,PAHB102,NYNYNNN,11,30,12,45
WOL 102,Elementary Wolof II,1,Ka,Omar,MP  012,NYNYNNN,11,30,12,45
AFST 215,Introduction to African Dance,1,Ansah-Brew,Kwame,FA  015,NYNNNNN,16,30,19,0
ANTH 424,Psychological Anthropology,1,Chapin,Bambi,PUP 203,NYNNNNN,16,30,19,0
ART 215,Introduction to Art and Media Studies,1,Durant,Mark,PAHB132,NYNNNNN,16,30,19,0
ART 216,Studies in Visual Culture (Prehistory through the ,1,Anderson,Kimberly,FA  107,NYNNNNN,16,30,19,0
ART 343,History of Animation,1,Bailey,Dan,PAHB132,NYNNNNN,16,30,19,0
ART 395,Television Production Techniques I,1,Shewbridge,William,SHER202,NYNNNNN,16,30,19,0
DANC 260,Introduction to African Dance,1,Ansah-Brew,Kwame,FA  015,NYNNNNN,16,30,19,0
ECON 467,Health Economics,1,Yee,Christine,PUP 105,NYNNNNN,16,30,19,0
ECON 474,Intermediate Financial Management,1,Routzahn,Julie,FA  011,NYNNNNN,16,30,19,0
EDUC 414,Adolescent Literature,1,North,Cheryl,SHER109,NYNNNNN,16,30,19,0
EDUC 418,Instruction of Reading,1,Shelton,Nancy,SHER110,NYNNNNN,16,30,19,0
EHS 498,Financial Management and Decision Support for Heal,1,Coakley,Paul,SHER014,NYNNNNN,16,30,19,0
ENGL 414,Adolescent Literature,1,North,Cheryl,SHER109,NYNNNNN,16,30,19,0
ENGL 493,Seminar in Communication and Technology,1,Maher,Jennifer,PAHB428,NYNNNNN,16,30,19,0
ENTR 200,Introduction to Entrepreneurship,1,McDonald,Jason,SOND103,NYNNNNN,16,30,19,0
ENTR 320,Entrepreneurial Marketing,1,Steinberg,Jeremy,SOND204,NYNNNNN,16,30,19,0
ENTR 340,Innovation, Creative Problem-Solving & the Socialp,1,Mason,Gilbert,PAHB124,NYNNNNN,16,30,19,0
FREN 440,Studies in French Speaking Culture and Society,1,Fatih,Zakaria,SOND101,NYNNNNN,16,30,19,0
FYS 101,First Year Seminar (AH),11,Madjaroff,Galina,ENGR336,NYNNNNN,16,30,19,0
GWST 390,Topics in Gender and Women's Studies,3,Vetter,Lisa,FA  018,NYNNNNN,16,30,19,0
HAPP 498,Financial Management and Decision Support for Heal,1,Coakley,Paul,SHER014,NYNNNNN,16,30,19,0
HONR 211,Great Books Seminar II,1,Spitz,Ellen,LIB 216M,NYNNNNN,16,30,19,0
IS 295,Intermediate Business Applications,4,Dicostantino,Randy,ITE 467,NYNNNNN,16,30,19,0
IS 300,Management Information Systems,1,Crabtree,Carlton,PAHB108,NYNNNNN,16,30,19,0
JDST 340,Origins of Antisemitism,1,Hochberg,Severin,FA  006,NYNNNNN,16,30,19,0
MCS 395,Television Production Techniques I,1,Shewbridge,William,SHER202,NYNNNNN,16,30,19,0
MCS 499,Capstone Senior Seminar,4,Peake,Bryce,FA  404,NYNNNNN,16,30,19,0
MGMT 310,Human Resource Management,2,Sadler,Patricia,ITE 459,NYNNNNN,16,30,19,0
MLL 315,Images of Society in Contemporary Korean Films,1,Yoon,Kyung-Eun,ITE 456,NYNNNNN,16,30,19,0
POLI 319,Selected Topics in Political Philosophy,1,Vetter,Lisa,FA  018,NYNNNNN,16,30,19,0
POLI 429,Selected Topics in American Government and Politic,1,Blake,William,FA  424,NYNNNNN,16,30,19,0
POLI 448,Internship in Policy, Politics, and Administration,2,Hussey,Laura,PUP 354,NYNNNNN,16,30,19,0
SOCY 310,Social Stratification and Inequality,1,Cousin-Gossett,Nicole,SOND108,NYNNNNN,16,30,19,0
SOCY 458,Sociology of Mental Health and Illness,1,Smith,Dena,PUP 204,NYNNNNN,16,30,19,0
SOWK 260,Social Welfare, Social Policy, and Social Work I,1,Mellinger,Marcela,SOND111,NYNNNNN,16,30,19,0
SOWK 260,Social Welfare, Social Policy, and Social Work I,2,Samets,Alexandra,SOND107,NYNNNNN,16,30,19,0
SOWK 360,Social Welfare, Social Policy, and Social Work II,1,Tice,Carolyn,SHER006,NYNNNNN,16,30,19,0
SPAN 421,Studies in Hispanic Literature,1,Munoz Davaslioglu,Thania,SOND207,NYNNNNN,16,30,19,0
AFST 245,Introduction to Black Music,1,Ansah-Brew,Kwame,PAHB107,YNNNNNN,16,30,19,0
AGNG 351,Business Decision Making for Aging Services,1,Holman,William,MP  012,YNNNNNN,16,30,19,0
AMST 300,Approaches in American Studies,1,Gonzalves,Theodore,FA 559,YNNNNNN,16,30,19,0
ANTH 101,Introduction to Anthropology,1,Donato,Paul,PUP 105,YNNNNNN,16,30,19,0
ART 329,Topics in Art History and Visual Culture,4,Beck,Thomas,FA  107,YNNNNNN,16,30,19,0
ART 429,Seminar in Art History & Visual Culture,4,Beck,Thomas,FA  107,YNNNNNN,16,30,19,0
ECON 102,Principles of Macroeconomics,3,Barry,Michael,SHER003,YNNNNNN,16,30,19,0
ENGL 405,Seminar in Literary History,1,Smith,Orianne,PAHB428,YNNNNNN,16,30,19,0
ENTR 201,The Entrepreneurial Mindset,1,Mason,Gilbert,FA  306,YNNNNNN,16,30,19,0
FYS 102,First Year Seminar (SS),9,Crabtree,Carlton,SHER207,YNNNNNN,16,30,19,0
GERM 481,Seminar in Intercultural German Studies,1,Larkey,Edward,FA  459,YNNNNNN,16,30,19,0
HAPP 401,Occupational Health Policy and Practice,1,Visscher,Gary,SOND101,YNNNNNN,16,30,19,0
IS 125,Information Systems Logic and Structured Design,1,Pak,Charles,ITE 458,YNNNNNN,16,30,19,0
IS 310,Software and Hardware Concepts,2,Fiedelholtz,Glenn,MP  106,YNNNNNN,16,30,19,0
IS 325,Introduction to Management Science,1,Kiley,Sarah,ITE 459,YNNNNNN,16,30,19,0
IS 425,Decision Support Systems,3,Richburg,C,PAHB132,YNNNNNN,16,30,19,0
IS 427,Introduction to Artificial Intelligence: Concepts ,1,Pan,Shimei,ITE 406,YNNNNNN,16,30,19,0
MCS 499,Capstone Senior Seminar,3,Peake,Bryce,FA  404,YNNNNNN,16,30,19,0
MGMT 210,The Practice of Management,3,Frock,Suzanne,ITE 227,YNNNNNN,16,30,19,0
MGMT 360,Business Law,1,Scott,Tora,ENGR022,YNNNNNN,16,30,19,0
MLL 406,Theory and History of Intercultural Media,1,Shewbridge,William,FA  418,YNNNNNN,16,30,19,0
MUSC 215,Introduction to Black Music,1,Ansah-Brew,Kwame,PAHB107,YNNNNNN,16,30,19,0
POLI 352,Administrative Law,1,Miller,Kerwin,SOND209,YNNNNNN,16,30,19,0
POLI 438,Legal Internship,1,Davis,Jeffrey,PUP 354,YNNNNNN,16,30,19,0
POLI 489,Selected Topics in International Relations,1,Borst,Barry,FA  526,YNNNNNN,16,30,19,0
PSYC 365,Children with Disabilities,1,Hussey-Gardner,Brenda,MP  104,YNNNNNN,16,30,19,0
PSYC 411,Applied Behavior Analysis,1,Becraft,Jessica,MP  008,YNNNNNN,16,30,19,0
PSYC 421,Parenting,1,Cheah,Charissa,SOND111,YNNNNNN,16,30,19,0
PSYC 465,Family Psychology,1,O'Brien,Eileen,SOND406,YNNNNNN,16,30,19,0
AFST 261,Black Literature: Twentieth Century,1,Belilgne,Maleda,SHER011,YNYNNNN,13,0,14,15
AMST 210,Introduction to Critical Sexuality Studies,1,Shomali,Mejdulene,FA  427,YNYNNNN,13,0,14,15
AMST 375,Studies in Asian American Culture,1,Gonzalves,Theodore,FA  011,YNYNNNN,13,0,14,15
ANCS 202,The Roman World,1,Jones-Lewis,Molly,UC  115,YNYNNNN,13,0,14,15
ANTH 480,Anthropological Research: Capstone,1,Chard,Sarah,PHYS107,YNYNNNN,13,0,14,15
CHIN 202,Intermediate Chinese II,1,Liu,Yuanyuan,ITE 239,YNYNNNN,13,0,14,15
CMPE 212,Principles of Digital Design,1,Phatak,Dhananjay,SHER145,YNYNNNN,13,0,14,15
CMPE 491,Special Topics in Computer Engineering,5,Robucci,Ryan,FA  015,YNYNNNN,13,0,14,15
CMSC 201,Computer Science I for Majors,1,Gibson,Katherine,SHER003,YNYNNNN,13,0,14,15
CMSC 203,Discrete Structures,3,Lomonaco JR,Samuel,ITE 227,YNYNNNN,13,0,14,15
CMSC 304,Social and Ethical Issues in Information Technolog,4,Dixon,Jeremy,SOND105,YNYNNNN,13,0,14,15
CMSC 433,Scripting Languages,1,Lupoli,Shawn,SHER013,YNYNNNN,13,0,14,15
CMSC 435,Computer Graphics,1,Bargteil,Adam,FA  303,YNYNNNN,13,0,14,15
CMSC 441,Design and Analysis of Algorithms.,1,Marron,Christopher,MP  106,YNYNNNN,13,0,14,15
CMSC 447,Software Engineering I,1,Wilson,Krystle,SOND209,YNYNNNN,13,0,14,15
CMSC 491,Special Topics in Computer Science,5,Chen,Jian,SHER015,YNYNNNN,13,0,14,15
DANC 110,Beginning Contemporary Dance Technique I,2,Rouiller,Florian,PAHB337,YNYNNNN,13,0,14,15
DANC 315,Beyond Technique: The Body and Motion,1,Lacy,Sandra,PAHB231,YNYNNNN,13,0,14,15
ECON 423,Economic Forecasting,1,Yuan,Chunming,ITE 102,YNYNNNN,13,0,14,15
ENGL 100,Composition,12,McCann,Gian,PAHB314,YNYNNNN,13,0,14,15
ENGL 100,Composition,14,Olson,Tanya,PAHB317,YNYNNNN,13,0,14,15
ENGL 100,Composition,22,Nash,Joseph,PAHB318,YNYNNNN,13,0,14,15
ENGL 226,Grammar and Usage of Standard English,1,Chung,May,ENGR122,YNYNNNN,13,0,14,15
ENGL 261,Black Literature: Twentieth Century,1,Belilgne,Maleda,SHER011,YNYNNNN,13,0,14,15
ENGL 271,Introduction to Creative Writing - Fiction,1,Bloom,Ryan,PAHB107,YNYNNNN,13,0,14,15
ENGL 291,Introduction to Writing Creative Essays,4,Shivnan,Sally,SHER207,YNYNNNN,13,0,14,15
ENGL 301,Analysis of Literary Language,1,Farabaugh,Robin,PAHB108,YNYNNNN,13,0,14,15
ENGL 302,Literary Methodologies and Research,1,Fernandez,Jean,PAHB428,YNYNNNN,13,0,14,15
ENGL 385,New Media and Digital Literacies,1,Shipka,Jody,FA  001,YNYNNNN,13,0,14,15
ENME 301,The Structure and Properties of Engineering Materi,1,Sanchez,Maria,ITE 238,YNYNNNN,13,0,14,15
FREN 202,Intermediate French II,1,Digeon,Landry,SHER210,YNYNNNN,13,0,14,15
GES 338,Chesapeake Bay: Changing Management & Policy,1,Holland,Margaret,SOND202,YNYNNNN,13,0,14,15
GES 419,Watershed Analysis & Modeling,1,Baker,Matthew,SOND001,YNYNNNN,13,0,14,15
GWST 210,Introduction to Critical Sexuality Studies,1,Shomali,Mejdulene,FA  427,YNYNNNN,13,0,14,15
HAPP 200,Human Development Implications for Health and Dise,2,Birger,Catherine,PHYS201,YNYNNNN,13,0,14,15
HAPP 300,Research Methods in Health,1,Callaghan-Koru,Jennifer,SHER014,YNYNNNN,13,0,14,15
HIND 202,Intermediate Hindi II,1,Saini,Uma,FA  464,YNYNNNN,13,0,14,15
HIST 101,American History to 1877,1,Bouton,Robert,UNKWN,YNYNNNN,13,0,14,15
HIST 103,East-Asian Civilization,1,Song,Nianshen,PAHB132,YNYNNNN,13,0,14,15
HIST 200,Themes in World History,1,Eshel,Isaac,FA 533,YNYNNNN,13,0,14,15
HIST 413,American Revolution,2,Nolan,Andrew,SG_32220,YNYNNNN,13,0,14,15
IS 295,Intermediate Business Applications,2,Komlodi,Anita,ITE 469,YNYNNNN,13,0,14,15
IS 410,Introduction to Database Design,2,Janeja,Vandana,ITE 467,YNYNNNN,13,0,14,15
IS 448,Markup and Scripting Languages,1,Sampath,Sreedevi,ITE 468,YNYNNNN,13,0,14,15
IS 451,Network Design and Management,2,Glazer,Dina,SOND204,YNYNNNN,13,0,14,15
IS 498,Special Topics in Information Systems,1,Massey,Aaron,ENGR021,YNYNNNN,13,0,14,15
JDST 290,Topics in Judaic Studies,1,Eshel,Isaac,FA 533,YNYNNNN,13,0,14,15
LRC 115,Advanced Diction,1,Rollins,John,SHER354,YNYNNNN,13,0,14,15
MATH 104,Math Foundations,1,Baradwaj,Rajalakshm,ENGR027,YNYNNNN,13,0,14,15
MATH 104Y,Quantitative Literacy,1,Baradwaj,Rajalakshm,ENGR027,YNYNNNN,13,0,14,15
MATH 221,Introduction to Linear Algebra,1,Potra,Florian,MP  103,YNYNNNN,13,0,14,15
MATH 225,Introduction to Differential Equations,2,Lo,James,MP  101,YNYNNNN,13,0,14,15
MATH 355,Biomathematics,1,Hoffman,Kathleen,SOND109,YNYNNNN,13,0,14,15
MCS 101,Media Literacy,1,Anchor,Kristen,SHER150,YNYNNNN,13,0,14,15
MCS 222,Introduction to Media & Communication Studies,2,Snyder,Donald,SOND107,YNYNNNN,13,0,14,15
MCS 222,Introduction to Media & Communication Studies,4,Razzano,Kathalene,SHER006,YNYNNNN,13,0,14,15
MLL 301,Textual Analysis: Words, Images, Music,1,Sloane,Robert,SOND206,YNYNNNN,13,0,14,15
MUSC 101,Fundamentals of Music Theory,3,Richards,Kazuko,PAHB234,YNYNNNN,13,0,14,15
PHIL 100,Introduction to Philosophy,4,Campbell,Eric,ENGR022,YNYNNNN,13,0,14,15
PHIL 152,Introduction to Moral Theory,1,Ealick,Greg,FA  014,YNYNNNN,13,0,14,15
PHIL 251,Ethical Issues in Science and Engineering,1,Jenkins,Daniel,SOND409,YNYNNNN,13,0,14,15
PHIL 499,Advanced Topics in Philosophy,1,Thomas,James,PAHB456,YNYNNNN,13,0,14,15
POLI 353,Governmental Budgeting and Financial Administratio,1,Meyers,Roy,FA  424,YNYNNNN,13,0,14,15
POLI 432,Civil Rights,2,Davis,Jeffrey,PUP 354,YNYNNNN,13,0,14,15
POLI 474,Democratization,1,Grodsky,Brian,PAHB124,YNYNNNN,13,0,14,15
POLI 489,Selected Topics in International Relations,2,Hagerty,Devin,ITE 237,YNYNNNN,13,0,14,15
PUB 150H,Public Affairs Scholars Seminar,1,Johnson,Arthur,PUP 438,YNYNNNN,13,0,14,15
SOWK 389,Human Behavior II,1,Okundaye,Joshua,SOND112,YNYNNNN,13,0,14,15
SOWK 389,Human Behavior II,2,Kusmaul,Nancy,SOND207,YNYNNNN,13,0,14,15
SOWK 483,Social Work Methods III: Selected Intervention Str,2,Bembry,James,ITE 241,YNYNNNN,13,0,14,15
SPAN 101,Elementary Spanish I,3,Rodriguez,Diana,ITE 456,YNYNNNN,13,0,14,15
SPAN 201,Intermediate Spanish I,5,Gomez Garcia,Jose,SOND205,YNYNNNN,13,0,14,15
SPAN 301,Advanced Spanish I,2,Val,Adriana,FA  526,YNYNNNN,13,0,14,15
THTR 202,Introduction to Dramatic Literature,1,Ginder,Brittany,ITE 231,YNYNNNN,13,0,14,15
THTR 231,Drafting for the Theatre,1,Schraven,Greggory,PAHB230,YNYNNNN,13,0,14,15
THTR 335,Advanced Lighting Design,1,Mendelson,Adam,PAHB201,YNYNNNN,13,0,14,15
THTR 432,Design Seminar,1,Sinnott,Nathaniel,PAHB009,YNYNNNN,13,0,14,15
AFST 314,Islam in Africa,1,Tarik,Latif,SHER207,NYNYNNN,16,30,17,45
HIST 360,Islam in Africa,1,Tarik,Latif,SHER207,NYNYNNN,16,30,17,45
RLST 314,Islam in Africa,1,Tarik,Latif,SHER207,NYNYNNN,16,30,17,45
AFST 347,Gender, Race, and Media,1,Otten,Richard,FA  427,NYNYNNN,16,0,17,15
ART 321,From the Enlightenment to the Birth of Modernism (,1,Crosson,Dena,FA  215,NYNYNNN,16,0,17,15
BIOL 395,MARC U*STAR Writing in the Sciences,1,Rogers,Anna,BIOL461,NYNYNNN,16,0,17,15
CMPE 315,Principles of VLSI Design,1,Patel,Chintan,ITE 375,NYNYNNN,16,0,17,15
CMSC 202,Computer Science II for Majors,16,Shehab Uddin Ayub,Abu,LH1 101,NYNYNNN,16,0,17,15
CMSC 441,Design and Analysis of Algorithms.,3,Marron,Christopher,SHER145,NYNYNNN,16,0,17,15
CMSC 473,Introduction to Natural Language Processing,1,Wilkinson,Bryan,MP  104,NYNYNNN,16,0,17,15
EDUC 313,Concepts and Practice of Peer-Assisted Learning I,1,Bichy,Cassie,MP  106,NYNYNNN,16,0,17,15
